control_id,frontend_name,frontend_category,api_json_path,db_table,db_column_or_json_path,db_key_or_join,link_status,value_policy,null_policy,note
svg-reagent-s42-barcode-roi-card,试剂_S42_条码ROI面板,界面控件,$.control_values.svg-reagent-s42-barcode-roi-card,reagent_scan_items / reagent_scan_sessions / sample_scan_sessions / device_initialization_checks,"raw_barcode,scan_result,status,result_json",scanner/session/item,partial,scan status/barcode where available; ROI/COM/firmware config -> null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,扫码结果和会话可关联；ROI、COM、固件读取配置没有专表。
svg-reagent-s42-barcode-roi-left,试剂_S42_ROI Left,界面控件,$.control_values.svg-reagent-s42-barcode-roi-left,reagent_scan_items / reagent_scan_sessions / sample_scan_sessions / device_initialization_checks,"raw_barcode,scan_result,status,result_json",scanner/session/item,partial,scan status/barcode where available; ROI/COM/firmware config -> null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,扫码结果和会话可关联；ROI、COM、固件读取配置没有专表。
svg-reagent-s42-barcode-roi-top,试剂_S42_ROI Top,界面控件,$.control_values.svg-reagent-s42-barcode-roi-top,reagent_scan_items / reagent_scan_sessions / sample_scan_sessions / device_initialization_checks,"raw_barcode,scan_result,status,result_json",scanner/session/item,partial,scan status/barcode where available; ROI/COM/firmware config -> null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,扫码结果和会话可关联；ROI、COM、固件读取配置没有专表。
svg-reagent-s42-barcode-roi-width,试剂_S42_ROI Width,界面控件,$.control_values.svg-reagent-s42-barcode-roi-width,reagent_scan_items / reagent_scan_sessions / sample_scan_sessions / device_initialization_checks,"raw_barcode,scan_result,status,result_json",scanner/session/item,partial,scan status/barcode where available; ROI/COM/firmware config -> null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,扫码结果和会话可关联；ROI、COM、固件读取配置没有专表。
svg-reagent-s42-barcode-roi-height,试剂_S42_ROI Height,界面控件,$.control_values.svg-reagent-s42-barcode-roi-height,reagent_scan_items / reagent_scan_sessions / sample_scan_sessions / device_initialization_checks,"raw_barcode,scan_result,status,result_json",scanner/session/item,partial,scan status/barcode where available; ROI/COM/firmware config -> null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,扫码结果和会话可关联；ROI、COM、固件读取配置没有专表。
svg-reagent-s42-well-engineering-card,试剂_S42_孔位Z参数面板,界面控件,$.control_values.svg-reagent-s42-well-engineering-card,,,,unlinked,null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,界面态/按钮/容器控件无数据库数值，API 返回 null。
svg-reagent-s42-liquid-class,试剂_S42_液体类型,界面控件,$.control_values.svg-reagent-s42-liquid-class,liquid_class_versions / liquid_class_profiles / needle_states.liquid_class_parameters_json,parameters_json / liquid_class_parameters_json,active version or needle state JSON,partial,JSON parameter path where present; missing key -> null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,液体类型参数在 JSON 中可映射一部分；截图中的部分字段未出现在示例 JSON。
svg-reagent-s42-z-travel,试剂_S42_Z-Travel安全移动高度,界面控件,$.control_values.svg-reagent-s42-z-travel,coordinate_points,"safe_z_um,liquid_detect_z_um,dispense_z_um,calibrated_x_um,calibrated_y_um,preset_x_um,preset_y_um",object point_code,partial,um -> mm where value exists; null for uncalibrated points,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,坐标点表可关联；样例库多数字段为 null，API 保持 null。
svg-reagent-s42-z-start,试剂_S42_Z-Start探液高度,界面控件,$.control_values.svg-reagent-s42-z-start,coordinate_points,"safe_z_um,liquid_detect_z_um,dispense_z_um,calibrated_x_um,calibrated_y_um,preset_x_um,preset_y_um",object point_code,partial,um -> mm where value exists; null for uncalibrated points,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,坐标点表可关联；样例库多数字段为 null，API 保持 null。
svg-reagent-s42-z-end,试剂_S42_Z-End针尖最大下降深度,界面控件,$.control_values.svg-reagent-s42-z-end,coordinate_points,"safe_z_um,liquid_detect_z_um,dispense_z_um,calibrated_x_um,calibrated_y_um,preset_x_um,preset_y_um",object point_code,partial,um -> mm where value exists; null for uncalibrated points,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,坐标点表可关联；样例库多数字段为 null，API 保持 null。
svg-reagent-s42-z-dispens,试剂_S42_Z-Dispens吸液/排液高度,界面控件,$.control_values.svg-reagent-s42-z-dispens,coordinate_points,"safe_z_um,liquid_detect_z_um,dispense_z_um,calibrated_x_um,calibrated_y_um,preset_x_um,preset_y_um",object point_code,partial,um -> mm where value exists; null for uncalibrated points,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,坐标点表可关联；样例库多数字段为 null，API 保持 null。
svg-reagent-s42-pipette-card,试剂_S42_通道移液面板,界面控件,$.control_values.svg-reagent-s42-pipette-card,,,,unlinked,null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,界面态/按钮/容器控件无数据库数值，API 返回 null。
svg-reagent-s42-pipette-well,试剂_S42_移液孔位,界面控件,$.control_values.svg-reagent-s42-pipette-well,,,,unlinked,null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,界面态/按钮/容器控件无数据库数值，API 返回 null。
svg-reagent-s42-pipette-volume,试剂_S42_移液液量,界面控件,$.control_values.svg-reagent-s42-pipette-volume,,,,unlinked,null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,界面态/按钮/容器控件无数据库数值，API 返回 null。
svg-reagent-s42-pipette-needle,试剂_S42_控制针,界面控件,$.control_values.svg-reagent-s42-pipette-needle,,,,unlinked,null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,界面态/按钮/容器控件无数据库数值，API 返回 null。
svg-reagent-s52-barcode-roi-card,试剂_S52_条码ROI面板,界面控件,$.control_values.svg-reagent-s52-barcode-roi-card,reagent_scan_items / reagent_scan_sessions / sample_scan_sessions / device_initialization_checks,"raw_barcode,scan_result,status,result_json",scanner/session/item,partial,scan status/barcode where available; ROI/COM/firmware config -> null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,扫码结果和会话可关联；ROI、COM、固件读取配置没有专表。
svg-reagent-s52-barcode-roi-left,试剂_S52_ROI Left,界面控件,$.control_values.svg-reagent-s52-barcode-roi-left,reagent_scan_items / reagent_scan_sessions / sample_scan_sessions / device_initialization_checks,"raw_barcode,scan_result,status,result_json",scanner/session/item,partial,scan status/barcode where available; ROI/COM/firmware config -> null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,扫码结果和会话可关联；ROI、COM、固件读取配置没有专表。
svg-reagent-s52-barcode-roi-top,试剂_S52_ROI Top,界面控件,$.control_values.svg-reagent-s52-barcode-roi-top,reagent_scan_items / reagent_scan_sessions / sample_scan_sessions / device_initialization_checks,"raw_barcode,scan_result,status,result_json",scanner/session/item,partial,scan status/barcode where available; ROI/COM/firmware config -> null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,扫码结果和会话可关联；ROI、COM、固件读取配置没有专表。
svg-reagent-s52-barcode-roi-width,试剂_S52_ROI Width,界面控件,$.control_values.svg-reagent-s52-barcode-roi-width,reagent_scan_items / reagent_scan_sessions / sample_scan_sessions / device_initialization_checks,"raw_barcode,scan_result,status,result_json",scanner/session/item,partial,scan status/barcode where available; ROI/COM/firmware config -> null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,扫码结果和会话可关联；ROI、COM、固件读取配置没有专表。
svg-reagent-s52-barcode-roi-height,试剂_S52_ROI Height,界面控件,$.control_values.svg-reagent-s52-barcode-roi-height,reagent_scan_items / reagent_scan_sessions / sample_scan_sessions / device_initialization_checks,"raw_barcode,scan_result,status,result_json",scanner/session/item,partial,scan status/barcode where available; ROI/COM/firmware config -> null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,扫码结果和会话可关联；ROI、COM、固件读取配置没有专表。
svg-reagent-s52-well-engineering-card,试剂_S52_孔位Z参数面板,界面控件,$.control_values.svg-reagent-s52-well-engineering-card,,,,unlinked,null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,界面态/按钮/容器控件无数据库数值，API 返回 null。
svg-reagent-s52-liquid-class,试剂_S52_液体类型,界面控件,$.control_values.svg-reagent-s52-liquid-class,liquid_class_versions / liquid_class_profiles / needle_states.liquid_class_parameters_json,parameters_json / liquid_class_parameters_json,active version or needle state JSON,partial,JSON parameter path where present; missing key -> null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,液体类型参数在 JSON 中可映射一部分；截图中的部分字段未出现在示例 JSON。
svg-reagent-s52-z-travel,试剂_S52_Z-Travel安全移动高度,界面控件,$.control_values.svg-reagent-s52-z-travel,coordinate_points,"safe_z_um,liquid_detect_z_um,dispense_z_um,calibrated_x_um,calibrated_y_um,preset_x_um,preset_y_um",object point_code,partial,um -> mm where value exists; null for uncalibrated points,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,坐标点表可关联；样例库多数字段为 null，API 保持 null。
svg-reagent-s52-z-start,试剂_S52_Z-Start探液高度,界面控件,$.control_values.svg-reagent-s52-z-start,coordinate_points,"safe_z_um,liquid_detect_z_um,dispense_z_um,calibrated_x_um,calibrated_y_um,preset_x_um,preset_y_um",object point_code,partial,um -> mm where value exists; null for uncalibrated points,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,坐标点表可关联；样例库多数字段为 null，API 保持 null。
svg-reagent-s52-z-end,试剂_S52_Z-End针尖最大下降深度,界面控件,$.control_values.svg-reagent-s52-z-end,coordinate_points,"safe_z_um,liquid_detect_z_um,dispense_z_um,calibrated_x_um,calibrated_y_um,preset_x_um,preset_y_um",object point_code,partial,um -> mm where value exists; null for uncalibrated points,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,坐标点表可关联；样例库多数字段为 null，API 保持 null。
svg-reagent-s52-z-dispens,试剂_S52_Z-Dispens吸液/排液高度,界面控件,$.control_values.svg-reagent-s52-z-dispens,coordinate_points,"safe_z_um,liquid_detect_z_um,dispense_z_um,calibrated_x_um,calibrated_y_um,preset_x_um,preset_y_um",object point_code,partial,um -> mm where value exists; null for uncalibrated points,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,坐标点表可关联；样例库多数字段为 null，API 保持 null。
svg-reagent-s52-pipette-card,试剂_S52_通道移液面板,界面控件,$.control_values.svg-reagent-s52-pipette-card,,,,unlinked,null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,界面态/按钮/容器控件无数据库数值，API 返回 null。
svg-reagent-s52-pipette-well,试剂_S52_移液孔位,界面控件,$.control_values.svg-reagent-s52-pipette-well,,,,unlinked,null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,界面态/按钮/容器控件无数据库数值，API 返回 null。
